ip_dst,ip_src,ts,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
192.168.1.100,192.168.1.1,1780569475,237.3624116,16356.9,12,54.6,44.58976201,44.58976201,0,0,0,0,0,0,0,0,0,0,0,71,141.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2643.1,60,345,172.0561456,94.65482823,140.8,167638717.3,13.5,18.5710575,133.8202301,8963.012176,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,144.6523952,2132.4,7.1,151.1,23.13226986,23.13226986,0,0,0,0,0,1,0,0,0,1.1,0,5.6,10.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,799.8,66.8,368.2,122.2669048,97.50347909,276.2,0.02089808,5.5,15.30548452,137.8907425,24007.7344,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,527.255893,10596.2,9.2,116.7,2.917266276,2.917266276,0,0,0,0,0,0,0,0,0,0.3,0,0.4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1919,60,240.6,123.2024369,74.81326038,141.4,167638813.3,13.5,15.62790144,104.1431568,5424.414112,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,761.0328834,7993.6,13.7,112.1,0.064452974,0.064452974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1943.6,54,230,125.5642859,60.22512983,136.6,167638733.5,13.5,15.81128491,84.73474877,3593.152895,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,104.5033295,9034.1,5.9,120.7,23.63380285,23.63380285,0,0,0,0,0,1,0,0,0,1.2,0,14.5,28.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2506.1,60,977.6,153.3834301,219.1053191,318.7,167638690.5,13.5,17.28790605,311.3422793,85078.65276,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,1.138354373,169084.5,7.1,50.5,154.1730657,154.1730657,0,0,0,0,0,1,0,0,0,1.8,0,4.5,174.6,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7974.5,1161.5,1514,1474.506944,111.0361598,1396.5,0.000830317,5.5,54.29309844,157.0288432,41162.01341,0.3,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,910.3270294,30058.9,6,98.2,0.290639408,0.290639408,0,0,0,0,0,1,0,0,0,0,0,141.8,266.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1512.7,60,230,97.75587413,56.07413941,94.9,167638730.2,13.5,13.99351516,79.42278036,3165.444671,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,9.506944013,600.7,13.1,106.9,90.73825027,90.73825027,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1968.5,55.6,339,128.1631181,79.31268891,93.6,167638871.5,13.5,16.0280875,112.1988501,6301.50442,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.233431172,5201.9,5,92.8,30.05782868,30.05782868,0,0,0,0,0,1,0,0,0,1.6,0,1.5,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6290.1,811.9,1514,1273.118929,305.7591964,832.8,0.016288304,5.5,50.16765613,432.4088023,186704.6375,0.6,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,868.3627035,25543.4,10.4,111.1,16.96142448,16.96142448,0,0,0,0,0,1,0,0,0,0,0,102.9,179.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1794.6,60.4,230,115.4014038,55.83557998,130.6,167638762.4,13.5,15.1712371,78.97594322,3122.008511,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,1.714283729,349,8.2,154.6,36.53309487,36.53309487,0,0,0,0,0,1,0,0,0,0,0,2.2,3.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1557.4,54,230,100.9163536,41.67891611,89.7,167638640.2,13.5,14.22187789,58.90117871,1737.756011,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,28.15886209,113788.4,6.5,73.3,106.6315729,106.6315729,0,0,0,0,0,1,0,0,0,1.4,0,17.2,130.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,23953,490.2,2922,1582.325934,788.3490883,803.2,167638651.9,13.5,56.12417713,1118.036085,640262.4891,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,237.9301638,5810.5,6.5,135.4,0.189742741,0.189742741,0,0,0,0,0,1,0,0,0,0,0,23.1,47.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3163.3,61.2,1514,208.0638787,354.8391851,104.9,167638844,13.5,20.40269822,502.8131861,127266.9376,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,20.96864922,90427.5,6.5,76.7,65.59083597,65.59083597,0,0,0,0,0,1,0,0,0,1.6,0,6.4,67.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,24606.4,1218.8,2922,1591.392837,421.4768215,1361.6,167638842.5,13.5,56.54873296,584.7363055,176405.972,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,3.093415761,3794885,6,50,992.9152452,992.9152452,0,0,0,0,0,1,0,0,0,2,0,18,3070.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,8327,1514,1514,1514,0,1514,0.000137591,5.5,55.02726597,0,0,0,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,1.722289515,2278063,6,50,1041.348313,1041.348313,0,0,0,0,0,1,0,0,0,0,0,4,1793.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,14779,66,1514,932.9714049,700.5014014,1514,167638861.8,13.5,43.06599988,992.0043739,492401.8016,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,586.8606139,4102.9,9.4,154.2,60.68440313,60.68440313,0,0,0,0,0,0,0,0,0,0,0,5.9,20.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,579.4,80.9,135,103.5735714,16.43604523,108.6,0.022041321,5.5,14.38809452,23.24407808,471.9826344,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,13.235551,1049.9,7.1,81.4,19.33154171,19.33154171,0,0,0,0,0,0,0,0,0,0,0,4.5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,593.7,78.2,230,123.3494048,55.27313495,97.7,0.036680579,5.5,15.55231486,78.16801708,3495.222949,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,384.7453979,7769.2,8.8,114.1,2.900143807,2.900143807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2113.8,60,666,135.8501857,150.8002042,148.6,167638734.5,13.5,16.46496537,213.6800136,22954.75836,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.112293196,358.2,12.1,82,100.0594368,100.0594368,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,603.6,74.2,168.6,104.6016667,35.58443447,131.8,0.012393999,5.5,14.43148211,50.32398984,1686.17575,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,18.93950222,1116.4,10.9,136.4,26.19788267,26.19788267,0,0,0,0,0,0,0,0,0.4,0.4,0,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2230,54,428,144.4530991,144.0969804,119.4,167638866.8,13.5,16.97680913,204.1817174,20937.45018,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,23.62397339,4505.9,8.3,76.8,0.462547312,0.462547312,0,0,0,0,0,0,0,0,0,0,0,5.5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,860.5,81.6,327.3,163.4907143,93.98756252,186.6,0.014907217,5.5,17.96246033,132.9184856,11894.3129,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,181.95599,2240.1,13.6,62.6,1.921229344,1.921229344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1493.4,54,213.3,96.92926425,48.98835503,87.5,167638730.1,13.5,13.93322366,69.34678002,2411.645154,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,351.5593864,15187.8,7,142.7,0.552124368,0.552124368,0,0,0,0,0,0,0,0,0,0.3,0,59.5,117.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1472.7,50,185,94.64448951,43.88082562,111.2,167638688.8,13.5,13.70784423,61.02811816,1881.474178,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,21.30478473,1997.2,14.3,97.7,1.66280876,1.66280876,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2823.2,50,356.4,179.9528087,95.17016168,203.5,167638643.4,13.5,18.97569108,134.807922,9228.903002,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.516188908,681284,6,68.8,950.112969,950.112969,0,0,0,0,0,1,0,0,0,0,0,1.1,528.6,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7603,790,1514,1420.512063,241.4675673,1369.2,0.000229502,5.5,53.27021223,341.4867085,117306.0391,0.5,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.953648829,1280905,6,54.2,1049.127525,1049.127525,0,0,0,0,0,1,0,0,0,0,0,2,1000.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,21295,500.4,1514,1388.543135,331.0658029,1079.6,167638861.7,13.5,52.64939936,469.7480937,159298.4963,0.7,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,12.95045588,1944.4,11.5,138.3,12524.01523,12524.01523,0,0,0,0,0,0,0,0,0,0,0,8,14.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1635.2,50,189,104.3623964,47.23630764,131.7,167638818.7,13.5,14.45030172,66.92378343,2266.66136,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,8.924752545,69730.5,6,92.2,41.00635812,41.00635812,0,0,0,0,0,1,0,0,0,2,0,6.5,75,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3371.4,54,931.2,437.4639683,416.219843,931.2,0.007809711,5.5,26.25316121,588.6237469,289575.6035,0.7,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.399386573,277.6,8.2,114.5,49.3821756,49.3821756,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2561.8,60,385,166.043658,87.03465378,147.2,167638638.4,13.5,18.21638701,123.3790347,7616.74146,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,545.8050402,14287.5,14.3,85.7,4.434617186,4.434617186,0,0,0,0,0,0,0,0,0,0,0,41.6,83.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,671.1,51.2,262.9,107.5582937,77.34961358,132.1,0.021352577,5.5,14.45437248,109.3888726,8375.843528,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,40.61050889,80789,8.2,96.2,72.52799327,72.52799327,0,0,0,0,0,1,0,0,0,1.2,0,6.3,70.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,16257.1,102.5,1514,1082.839388,580.2804485,150.3,167638652.4,13.5,46.46837632,819.7622945,349794.0349,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,5.422396708,7436833,6,52.8,1071.943132,1071.943132,0,0,0,0,0,1,0,0,0,0,0,13,5812.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,22743,1079.6,1514,1476.23345,121.0460854,1224.4,167638862.1,13.5,54.31040442,172.5963885,50495.92608,0.3,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,5.505217409,2460.4,12.6,111.9,85.75745518,85.75745518,0,0,0,0,0,0,0,0,0,0.7,0,2,8.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,761.7,106,201,153.4722222,38.91298927,118,0.013695002,5.5,17.43888144,55.03127717,1972.573051,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,879.7250182,31873.9,9.8,114.5,2.392256988,2.392256988,0,0,0,0,0,0,0,0,0,0.5,0.1,48.2,89.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,633.3,63.4,168.8,103.8538095,45.51689007,118.8,0.027557302,5.5,14.29658062,64.37060326,3286.869696,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,145.7872862,7224.8,9.1,71.2,19.57027392,19.57027392,0,0,0,0,0,0,0,0,0,0,0,22.9,45.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1656,46,230,107.045823,67.09272436,101,167638686.8,13.5,14.64628032,95.0032943,4515.986267,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,256.1117022,4650.8,7.8,131.1,0.164506088,0.164506088,0,0,0,0,0,1,0,0,0,0,0,23.4,40.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,774.4,78.8,318,157.2309524,89.56218401,113.4,0.046439791,5.5,17.61821144,126.6600553,9005.074729,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,255.4775412,5557.5,7,89,0.164598889,0.164598889,0,0,0,0,0,1,0,0,0,0,0,24.3,37,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1664.6,61.2,230,106.3950114,53.0965868,123.6,167638848.9,13.5,14.55869153,75.04896421,2844.360446,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,4.238357639,5817673,6,50,1072.703199,1072.703199,0,0,0,0,0,1,0,0,0,0,0,10,4546.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,8327,1514,1514,1514,0,1514,0.000139499,5.5,55.02726597,0,0,0,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,3.385925794,4146207,6,50,988.9465788,988.9465788,0,0,0,0,0,1,0,0,0,2,0,19,3347.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,23467,1514,1514,1514,0,1514,167638861.4,13.5,55.02726597,0,0,0,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,856.3406461,24649.4,12.6,112.4,3.676435481,3.676435481,0,0,0,0,0,0,0,0,0,0.2,0,70.2,147.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1327.2,58,193.2,84.1449074,41.99702387,109.2,167638782.2,13.5,12.96855051,59.51275127,1931.372976,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,542.4596462,25596.6,6,92.3,0.581672902,0.581672902,0,0,0,0,0,0,0,0,0,0,0,96.7,193,0,0,0,0,0,0,0,0,0,0,0,0,1,1,677.4,78.4,209.2,128.8972222,49.23776981,122.8,0.060551,5.5,16.02811134,69.63272184,2791.329992,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.219152808,3769.4,6.6,53.8,30.95965075,30.95965075,0,0,0,0,0,1,0,0,0,1.6,0,2.2,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5005.8,54,1279.4,304.47468,444.4030404,628,167638783.1,13.5,24.08070747,629.9783133,234667.0484,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,7.571858525,18076.8,8.2,95.8,32.08725076,32.08725076,0,0,0,0,0,1,0,0,0,1.6,0,6.4,22,0,1,0,0,0,0,0,1,0,0,0,0,1,1,15476.6,87.6,2922,1019.78339,819.3700916,666.8,167638820,13.5,45.00358941,1159.987989,673017.4764,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,141.3380382,554.2,14.2,59.7,2.292899026,2.292899026,0,0,0,0,0,0,0,0,0,0,0,1.2,4.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1965.7,50,215.4,124.9315602,64.75033213,177.4,167638781.1,13.5,15.76660352,91.44645313,4187.794914,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.925532508,1219540.2,6,54.2,1027.008373,1027.008373,0,0,0,0,0,1,0,0,0,0,0,2,950.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7458.2,1079.6,1514,1420.282222,174.4429047,1079.6,0.003174782,5.5,53.21221506,246.6995218,103202.8124,0.3,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,183.2074656,2424.5,7.6,102.2,0.307241755,0.307241755,0,0,0,0,0,0,0,0,0,0,0,1.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,755.6,60,185.8,120.9276984,56.47975711,152.5,0.016437197,5.5,15.36304945,79.8744385,4001.387963,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,377.8563101,6922.4,4.7,61.7,0.197136545,0.197136545,0,0,0,0,0,0,0,0,0,0.2,0,19,37.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,512.5,55.6,186.8,85.57952381,41.89630989,102.5,0.007963705,5.5,13.01904156,59.25032966,2932.78422,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,463.5765143,2712.4,10.4,87.4,31.98360414,31.98360414,0,0,0,0,0,1,0,0,0,0,0.1,8.4,21.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,475.4,66,121.4,80.23198413,19.45173158,102.9,0.017780805,5.5,12.63032314,27.50890261,674.9292305,0.7,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,27.65295238,1502.4,12,83.1,0.866675066,0.866675066,0,0,0,0,0,0,0,0,0,0.6,0,0.4,1.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3060,46,993.6,188.9783343,243.6883436,377.6,167638645.1,13.5,19.26035608,346.4624647,94535.66671,1,244.6,CommandInjection
192.168.1.100,192.168.1.1,1780569475,143.932935,11181.3,4.8,113.5,29.21153809,29.21153809,0,0,0,0,0,1,0,0,1.4,0,0,7.1,29,0,1,0,0,0,0,0,1,0,0,0,0,1,1,547.5,60,247.5,85.93154762,58.51704692,127.8,0.01947341,5.5,12.90544647,82.75560139,10356.82729,0.9,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,627.8367535,9180.3,9.3,70.3,0.331052472,0.331052472,0,0,0,0,0,0,0,0,0,0.2,0,2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,833.6,87.2,228.2,167.8950794,65.3950426,123.2,0.021967793,5.5,18.236632,92.48255616,5366.407991,0.8,38.5,CommandInjection
192.168.1.100,192.168.1.1,1780569475,0.859832144,50516.2,6,59.2,63.3783343,63.3783343,0,0,0,0,0,1,0,0,0,2,0,8,53.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,11578.2,54,1494,740.5071523,710.9401412,1065.6,167638760.6,13.5,38.36655769,1005.787754,505823.1046,1,244.6,CommandInjection
