ip_source,ip_dest,ts,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
192.168.1.128,192.168.1.21,1780569475,0.028360701,865.5,6,64,586.0264198,586.0264198,0,0,0,0,0,1,0,0,0.5,1.9,0,1.2,4.6,1,0,0,0,0,0,0,1,0,0,0,0,1,1,965.5,100.4,484.5,200.6059921,153.7388258,151.3,0.003743482,5.5,19.75742527,217.4195326,26602.54405,0.9,38.5,SqlInjection
192.168.1.129,192.168.1.22,1780569475,223.5861796,17304,5.4,52,13.97916142,13.97916142,0,0,0,0,0,1,0,0,0.2,1,0,71.2,145.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,556.1,61.2,213.6,89.19873016,49.43620348,152.2,0.013172007,5.5,13.22626554,69.91334944,5195.596992,0.8,38.5,SqlInjection
192.168.1.130,192.168.1.23,1780569475,60.80846226,12245.4,17,64,3.519445545,3.519445545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,497.6,50,257.4,84.9834127,73.4599813,82.6,0.016227889,5.5,12.89223088,103.8881018,7666.860714,0.9,38.5,SqlInjection
192.168.1.131,192.168.1.24,1780569475,935.3381542,12760.6,8.3,105.8,14.21618554,14.21618554,0,0,0,0,0,0,0,0,0.6,1.2,0,0.8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1592,56.4,317,101.8500057,72.85964537,114.2,166482053.7,13.5,14.282332,103.2047062,5338.965328,1,244.6,SqlInjection
192.168.1.132,192.168.1.25,1780569475,1501.902037,56002.2,7.7,68.6,9.187706334,9.187706334,0,0,0,0,0,1,0,0,0,0.3,0,225.1,441.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,786,66,291.6,123.8998016,74.10824548,183.9,0.042578077,5.5,15.54105145,104.8048858,10754.36406,0.9,38.5,SqlInjection
192.168.1.133,192.168.1.26,1780569475,0.193155527,7707.6,6,170.2,130.8377551,130.8377551,0,0,0,0,0,1,0,0,0,2,0,9,23.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1099.8,89.5,422.7,197.6573413,133.5164175,165.5,0.0028162,5.5,19.74261953,188.8207284,21610.1676,0.9,38.5,SqlInjection
192.168.1.134,192.168.1.27,1780569475,244.193579,3204.5,5.4,106.2,1.013570892,1.013570892,0,0,0,0,0,1,0,0,0.2,0.6,0,11.5,17.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,617.4,54,284.4,108.6695238,82.24342074,102.3,0.031205606,5.5,14.59464742,116.309761,8412.335022,0.9,38.5,SqlInjection
192.168.1.135,192.168.1.28,1780569475,614.8561354,11149.8,9.3,85,27.41670486,27.41670486,0,0,0,0,0,1,0,0,0.6,1.1,0,35.5,55.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2248.4,60,441,146.6422536,106.3217133,95.8,166482049.7,13.5,17.13569153,150.5947926,11371.17084,1,244.6,SqlInjection
192.168.1.136,192.168.1.29,1780569475,581.1994279,45573,6,100,31.75709289,31.75709289,0,0,0,0,1,1,0,0,0.6,1.6,0,184.1,373.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1712.3,66,573,110.0988004,128.3300265,121.6,166482032.6,13.5,14.81141439,181.7793309,16590.97844,1,244.6,SqlInjection
192.168.1.137,192.168.1.30,1780569475,847.1097189,5247.4,8.2,97.3,20.12321165,20.12321165,0,0,0,0,0,1,0,0,0.5,1.1,0,14.8,33.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2508,62.4,441,165.2542221,128.8939046,95.3,166482033.2,13.5,18.17039242,182.5992408,16694.02775,1,244.6,SqlInjection
192.168.1.138,192.168.1.31,1780569475,910.7315247,2579.2,12.1,58.8,14.16235146,14.16235146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,734.3,54.2,315.6,125.9680952,105.6622477,148.4,0.010527086,5.5,15.74717963,149.4289837,13726.40424,0.9,38.5,SqlInjection
192.168.1.139,192.168.1.32,1780569475,304.7749169,6187.8,8.2,131.1,14.5683783,14.5683783,0,0,0,0,0,1,0,0,0.6,1.2,0,6.4,12.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2314.6,50,569,150.4221327,141.9147177,123.1,166481825.5,13.5,17.35930695,201.0520217,20231.98197,1,244.6,SqlInjection
192.168.1.140,192.168.1.33,1780569475,218.9693832,17071.1,8.2,64,93.76358872,93.76358872,0,0,0,0,0,1,0,0,0.3,1.3,0,5.5,15.9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,781.4,60.9,304.9,133.2388492,98.30839173,133.5,0.00317719,5.5,16.2141786,139.0290609,12747.9753,0.9,38.5,SqlInjection
192.168.1.141,192.168.1.34,1780569475,54.11021965,9173.9,12.1,62.5,8.261462734,8.261462734,0,0,0,0,0,0,0,0,0,0.6,0,0.1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,485.2,50,215.8,80.70845238,55.57237511,85.9,0.008622003,5.5,12.59119081,78.59120657,4794.903849,0.9,38.5,SqlInjection
192.168.1.142,192.168.1.35,1780569475,477.0610191,45330.2,14.2,83.1,24.03991183,24.03991183,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,392,56.8,108.8,70.965,16.24373013,77.8,0.011747289,5.5,11.90446124,22.97210345,527.5204167,0.9,38.5,SqlInjection
192.168.1.143,192.168.1.36,1780569475,1215.143638,55460.5,6.6,82.7,0.64271648,0.64271648,0,0,0,0,0,1,0,0,0,1.2,0,225.4,443.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2233.6,42,368.7,141.1230367,91.1676978,189.4,166482043.7,13.5,16.79323944,129.1840477,9418.301927,1,244.6,SqlInjection
192.168.1.144,192.168.1.37,1780569475,348.1083449,55307.7,9.3,140.5,33.15030262,33.15030262,0,0,0,0,0,1,0,0,0.2,0.6,0,14.4,73.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,732.6,70,263,129.0224206,72.48116179,132.7,0.025225902,5.5,16.01789275,102.503842,5993.06151,0.9,38.5,SqlInjection
192.168.1.145,192.168.1.38,1780569475,0.05546062,287.1,7,74.5,695.6739192,695.6739192,0,0,0,0,0,0,0,0,0.3,0.5,0,0.5,1.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1810.7,60,441,118.5000712,104.545965,69.1,166481742.4,13.5,15.39990197,148.1086923,11026.2335,1,244.6,SqlInjection
192.168.1.146,192.168.1.39,1780569475,345.1894057,19952.6,10.4,100,22.15284715,22.15284715,0,0,0,0,0,0,0,0,0,0.5,0,73.9,147.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1758.1,43,230,114.1520523,65.3815462,90.8,166481828.5,13.5,15.11448795,92.65520444,4300.934651,1,244.6,SqlInjection
192.168.1.147,192.168.1.40,1780569475,0.681495214,726,12.6,46.4,22.2904672,22.2904672,0,0,0,0,0,0,0,0,0.5,0.8,0,0.6,2.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1310.3,54,251.2,83.81189672,50.18287636,104.8,166481829.1,13.5,12.95186228,71.14662325,2684.641683,1,244.6,SqlInjection
192.168.1.148,192.168.1.41,1780569475,308.7942827,17034.7,8.2,91.9,32.59557925,32.59557925,0,0,0,0,0,1,0,0,0.4,0.7,0,64.3,133.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,556.1,66,222.3,103.4795238,59.19910126,110.3,0.015077019,5.5,14.31037223,83.72017189,4015.173934,0.9,38.5,SqlInjection
192.168.1.149,192.168.1.42,1780569475,295.8447507,3347.4,9.3,83.7,24.14115117,24.14115117,0,0,0,0,0,1,0,0,0.1,1.3,0,0.6,2.1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2693,66,791,174.7315663,180.6772494,141.9,166482038.1,13.5,18.71648937,255.8821995,32834.32712,1,244.6,SqlInjection
192.168.1.150,192.168.1.43,1780569475,92.87293885,9048,8.2,61.6,8.459380284,8.459380284,0,0,0,0,0,1,0,0,0,0.7,0,41.8,80.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1871.2,46,441,121.0353215,126.5527781,98,166481758.1,13.5,15.57237861,179.3135442,16119.77333,1,244.6,SqlInjection
192.168.1.151,192.168.1.44,1780569475,1418.795609,38277.7,4.9,53.5,16.37968191,16.37968191,0,0,0,0,0,1,0,0,0.5,0.6,0,173.2,344.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1610.5,54,317,104.9166831,77.4576126,79.4,166482027.6,13.5,14.45940735,109.6277925,6042.111908,1,244.6,SqlInjection
192.168.1.152,192.168.1.45,1780569475,27.7472213,2244.6,14.8,83.2,283.7118846,283.7118846,0,0,0,0,0,0,0,0,0,0.1,0,5.4,12.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1546.7,55.8,230,100.4845783,46.70554187,76.7,166481769.9,13.5,14.19133397,66.02989646,2185.520413,1,244.6,SqlInjection
192.168.1.153,192.168.1.46,1780569475,189.1614236,28473.6,12.6,68.5,8.648249027,8.648249027,0,0,0,0,0,0,0,0,0.1,0.6,0,0.3,3.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1357.8,51.2,262,88.77272761,52.28926614,58.4,166481769.3,13.5,13.32212797,74.10525141,2753.144181,1,244.6,SqlInjection
192.168.1.154,192.168.1.47,1780569475,164.336765,16843.8,14.8,66.2,9.402166906,9.402166906,0,0,0,0,0,0,0,0,0,0,0,75.3,148.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2362.2,66.8,230,151.421547,61.59440801,177.2,166481825.2,13.5,17.38675578,87.22872744,3806.605355,1,244.6,SqlInjection
192.168.1.155,192.168.1.48,1780569475,483.1321729,21067.3,11.5,78.9,9.55533663,9.55533663,0,0,0,0,0,0,0,0,0.3,0.8,0,74,149,0,0,0,0,0,0,0,0,0,0,0,0,1,1,775.3,108,230,158.0927778,42.36431563,115.7,0.012645507,5.5,17.6827235,59.91218972,2088.990997,0.9,38.5,SqlInjection
192.168.1.156,192.168.1.49,1780569475,318.2046436,4732,9.9,59.1,8.678447013,8.678447013,0,0,0,0,0,0,0,0,0.5,0.6,0,15.2,26.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1834.2,51.6,367,120.4014885,99.93503654,65.4,166481806.2,13.5,15.51536736,141.5932585,10057.19343,1,244.6,SqlInjection
192.168.1.157,192.168.1.50,1780569475,65.75931251,1045.2,13.7,109.8,156.5688182,156.5688182,0,0,0,0,0,0,0,0,0,0,0,3,9.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1314.7,52.4,123,84.71171213,24.4801243,83.4,166481759.6,13.5,13.03087592,34.49960664,596.2966158,1,244.6,SqlInjection
192.168.1.158,192.168.1.51,1780569475,16.55507092,2305.5,7.1,110.3,8.630467724,8.630467724,0,0,0,0,0,1,0,0,0,0.6,0,5.4,10.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3813.5,55.8,1514,242.2663299,399.3627092,290.3,166481745.9,13.5,22.01599109,565.967588,161523.58,1,244.6,SqlInjection
192.168.1.159,192.168.1.52,1780569475,1886.083952,69259.1,12.6,114.1,3.093652146,3.093652146,0,0,0,0,0,0,0,0,0.1,0.2,0,246.9,498.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1560.6,46,230,100.4066211,67.08737968,124.6,166482052.7,13.5,14.15040496,94.98744503,4516.208649,1,244.6,SqlInjection
192.168.1.160,192.168.1.53,1780569475,18.98399274,2699,7.1,78.7,17.8090374,17.8090374,0,0,0,0,0,1,0,0,0.4,1.4,0,10,20.8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,861.8,66,314,150.5285317,92.35491878,146.9,0.012756205,5.5,17.2295618,130.6095787,9848.528002,0.9,38.5,SqlInjection
192.168.1.161,192.168.1.54,1780569475,2423.799604,62625.1,11.5,81.3,0.257517067,0.257517067,0,0,0,0,0,0,0,0,0,0,0,246.9,507.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2143.4,46.8,412.2,138.0851701,113.195895,136.1,166482045.4,13.5,16.62663391,160.4548315,13042.15819,1,244.6,SqlInjection
192.168.1.162,192.168.1.55,1780569475,1137.256601,21021.3,5.4,89.8,37.34909115,37.34909115,0,0,0,0,0,1,0,0,0,1,0,96.3,186.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2445.5,54,473,158.6367346,144.4244456,127.5,166482027.9,13.5,17.83260601,204.5253221,20964.31432,1,244.6,SqlInjection
192.168.1.163,192.168.1.56,1780569475,40.44959848,7386,9.7,75,15.4948708,15.4948708,0,0,0,0,0,0,0,0,0,0,0,29.6,59.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,659.1,60,175.9,106.1551587,43.89402331,124,0.036501002,5.5,14.41555812,62.07552307,2555.053543,0.8,38.5,SqlInjection
192.168.1.164,192.168.1.57,1780569475,1424.16297,37823.3,11.5,62.5,13.82058029,13.82058029,0,0,0,0,0,0,0,0,0.5,0.7,0,4.1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,385,50.8,119.6,64.30857143,20.98810732,90.6,0.009149194,5.5,11.28105594,29.68166602,1529.670567,0.9,38.5,SqlInjection
192.168.1.165,192.168.1.58,1780569475,0.024779272,861.3,6,64,1281.769663,1281.769663,0,0,0,0,0,1,0,0,0.6,1.8,0,1.1,4.2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2362,66,639,151.4009211,178.2438137,159,166481761.2,13.5,17.41760323,252.6215018,32023.98167,1,244.6,SqlInjection
192.168.1.166,192.168.1.59,1780569475,1539.722904,63939.4,10.4,80.8,14.49073697,14.49073697,0,0,0,0,0,0,0,0,0.5,0.7,0,7.4,29.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,446.7,55.6,117.3,83.13404762,25.35443475,75.4,0.007228398,5.5,12.86949008,35.85658549,719.4154711,0.9,38.5,SqlInjection
192.168.1.167,192.168.1.60,1780569475,2202.075539,81709.9,11.5,96.5,5.951857767,5.951857767,0,0,0,0,0,0,0,0,0,0,0,162.2,327.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,515.3,55.7,135.4,93.01011905,29.31807789,89.1,0.00918479,5.5,13.61923056,41.46202337,983.4845356,0.9,38.5,SqlInjection
192.168.1.168,192.168.1.61,1780569475,295.598436,14035.9,7.1,64,160.7768712,160.7768712,0,0,0,0,0,1,0,0,0.6,1.3,0,1.1,4.4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3183.4,50,1696,209.4972292,408.4977176,269.8,166482037.8,13.5,20.46860384,578.9014498,168622.8227,1,244.6,SqlInjection
192.168.1.169,192.168.1.62,1780569475,860.631708,23396.9,7.1,113,37.36690626,37.36690626,0,0,0,0,0,1,0,0,0,1.3,0,93.7,186,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1318.8,66,235.6,83.42605826,39.63566375,147.9,166482030,13.5,12.84797115,56.08605796,2998.511013,1,244.6,SqlInjection
192.168.1.170,192.168.1.63,1780569475,83.12402227,3498.8,10.9,151.6,10.32253703,10.32253703,0,0,0,0,0,0,0,0,0,0.6,0,0.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4304.5,64.8,2526,282.7944768,601.1012063,139.2,166481760.7,13.5,23.79006531,851.8564769,365518.8764,1,244.6,SqlInjection
192.168.1.171,192.168.1.64,1780569475,945.9473972,12349.5,6.6,62.5,19.51184277,19.51184277,0,0,0,0,0,1,0,0,0.1,1,0,27.6,47,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1200.4,94,733.4,252.172619,237.1865818,177.4,0.018727493,5.5,22.1024069,335.4324807,63502.12138,0.9,38.5,SqlInjection
192.168.1.172,192.168.1.65,1780569475,1894.456259,94518.8,12.6,127.3,2.734406203,2.734406203,0,0,0,0,0,0,0,0,0,0.1,0,365.5,731.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1865.2,42,230,120.279194,68.94559193,138.8,166482052.7,13.5,15.47370387,97.12876853,4722.181608,1,244.6,SqlInjection
192.168.1.173,192.168.1.66,1780569475,481.6690472,28135.8,9.9,79.1,5.306426448,5.306426448,0,0,0,0,0,0,0,0,0.2,0.2,0,111.5,221.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,486.7,56,141.2,88.26543651,31.44804926,84.9,0.070676994,5.5,13.25978249,44.47425777,1140.534064,0.9,38.5,SqlInjection
