ip_src,ip_dst,ts,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
192.168.1.100,192.168.1.1,1780569475,0.024841404,95.8,6,58.8,56.36312509,56.36312509,0,0,0,1,0,1,0,0,0,1,0.7,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,855.4,54,58,55.19436173,1.821942719,55.2,166421052.6,13.5,10.50529164,2.569748637,3.306341063,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.040955591,95.8,6,59.9,34.21495216,34.21495216,0,0,0,1,0,1,0,0,0,1,0.7,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,844.2,54,56.8,54.41731756,0.985359248,55.2,166421282.6,13.5,10.43264693,1.397791134,1.414994276,0.7,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,75.60933368,4567,8.2,130.3,12.89954102,12.89954102,0,0,0,0,0,1,0,0,0.4,1.2,0,9.1,23.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2171.4,83.5,1313.4,310.8684524,416.7514325,542,0.005315304,5.5,23.45900465,589.375528,365149.0747,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,119.0957968,3849.5,8.2,71.4,18.24210513,18.24210513,0,0,0,0,0,1,0,0,0.5,1.4,0,0.9,3.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1626.4,60,308.3,104.6030715,71.96149346,124.2,166421675.3,13.5,14.41613903,101.3785611,5218.738024,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,1.404033208,153561.4,6,114.4,103.6214804,103.6214804,0,0,0,0,0,1,0,0,0,2,0,16,144.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6589.4,500.4,1514,1276.114286,422.568768,1079.6,0.00378201,5.5,50.40323151,597.6024827,257592.6856,0.7,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.707399487,98,6,113.2,75.93054478,75.93054478,0,0,1,0,0,0,0,0,0,1.3,0.3,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,321.4,54,70,57.90492063,5.693465083,58.4,0.0006984,5.5,10.75977664,8.051775538,41.89433988,0.8,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,7.599920797,451.8,11.4,126.3,31.21701617,31.21701617,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,595.6,59,213.2,109.2352778,64.26060452,96.5,0.021774101,5.5,14.70392351,90.87821844,4613.481979,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.136427307,112,6,255,14.65987593,14.65987593,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,849,54,66,54.80252568,2.981971884,54,166428930.7,13.5,10.46953479,4.226227609,8.996218362,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.020187092,101.2,6,213.6,66.42755791,66.42755791,0,0,0,1,0,1,0,0,0,1,0.8,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,304.6,54.8,58,55.9431746,1.453285341,54.8,0.002227116,5.5,10.5770721,2.05525584,2.654184933,0.8,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,274.3244093,72142.2,7.1,78.2,30.77729557,30.77729557,0,0,0,0,0,1,0,0,0,1.4,0,213.7,447.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1826.6,187.1,1385,470.1352778,454.1099382,242.1,0.01065042,5.5,29.28269128,642.2084334,236778.3574,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,112.0578041,57154.1,5.4,126.4,3.924702236,3.924702236,0,0,0,0,0,1,0,0,0,0,0,204.6,417,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1444.8,60,168.8,93.18216882,40.87343826,95.2,166429246.4,13.5,13.63597908,57.80940323,1672.983799,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,325.5922622,83645.8,7.1,100.4,10.89990557,10.89990557,0,0,0,0,0,1,0,0,0.1,1,0,247.4,518.4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,718.6,61.2,262.9,124.7810317,74.60601791,119.6,0.015358806,5.5,15.70632305,105.5088424,6468.324788,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,57.22634301,14150.9,7,54.5,18.02288262,18.02288262,0,0,0,0,0,0,0,0,0.1,0.5,0.6,57.7,116.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,859.8,104,488,202.5444048,142.7937183,120.5,0.024456501,5.5,19.58714597,201.940813,23253.90858,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,26.68298252,260,7.1,51,22.64655078,22.64655078,0,0,1,0,0,0,0,0,0,0.8,0,1.8,2.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,348.1,60.4,76.3,65.17980159,6.220209347,61.1,0.000575018,5.5,11.41236787,8.79670442,44.58021786,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0,54,6,64,375.8000179,375.8000179,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,297,54,54,54,0,54,1.31E-06,5.5,10.39230485,0,0,0,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,11.49875023,894214,7.1,234.9,76.81110739,76.81110739,0,0,0,0,0,1,0,0,0,0,0,31.4,930.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1217.8,66,228.4,78.51725463,43.00105326,82.4,166429140.8,13.5,12.53617793,60.97155383,1878.337528,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.194677186,2535.5,6,64,71.68190588,71.68190588,0,0,0,0,0,1,0,0,0.8,2.1,0,1.6,6.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,682.4,66,185.1,109.6085317,52.98032295,147.2,0.002127695,5.5,14.65987912,74.92549125,3796.19487,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,266.5578154,661009.2,6.5,177.1,51.89752158,51.89752158,0,0,0,0,0,1,0,0,0,0,0,155.2,906.4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7633,60,2026,507.4294126,690.1868556,90.8,166429225.5,13.5,31.78698841,978.1856245,479863.9877,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,7.21894145,487130.9,7.1,234.3,143.5882969,143.5882969,0,0,0,0,0,1,0,0,0,1.8,0,21.6,432.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,494.2,66,197.2,89.43507937,48.74097908,82.4,0.000636292,5.5,13.32042789,68.93015366,3037.097726,0.8,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.019630194,139,6,64,336.3364263,336.3364263,0,0,1,0,0,1,0,0,0,1.7,0,0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,404.6,72.4,74,73.75111111,0.571415744,72.4,0.003484893,5.5,12.14497257,0.808103896,1.656098765,0.2,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,45.7,2064.125984,2064.125984,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,871,54,58,56.12744007,1.962613539,58,166428643.3,13.5,10.59429246,2.778613226,3.861130685,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,27.62406631,1487.4,8.2,107.4,39.75457338,39.75457338,0,0,0,0,0,1,0,0,0,1,0,4.8,8.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1603.3,93.2,1051.1,288.351746,334.6366258,239,0.006974196,5.5,23.73934184,473.2476546,147025.282,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.109947824,4079.4,6,64,85.47893855,85.47893855,0,0,0,0,0,1,0,0,1.1,2,0,2,8.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,363,66,66,66,0,66,0.000163794,5.5,11.48912529,0,0,0,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.000518584,79.6,6,53.1,1522.63322,1522.63322,0,0,1,0,0,0,0,0,0,1,0.4,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,867.4,54,58,55.95763107,1.995942133,56.4,166429867.1,13.5,10.57998909,2.822296414,3.982699424,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.013493991,101.2,6,215,135.0353537,135.0353537,0,0,0,1,0,1,0,0,0,1,0.8,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,303.4,54.4,58,55.50984127,1.626490422,54.8,0.001061511,5.5,10.53624895,2.300204814,2.954184933,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,30.83090577,35832.9,10.4,62.3,11.03463391,11.03463391,0,0,0,0,0,1,0,0,0,0.4,0,95,199.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,482.1,50,177.2,83.87559524,46.43266597,93.9,0.0063936,5.5,12.89427219,65.66570595,2522.617044,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.047323728,101.2,6,212.7,33.41843071,33.41843071,0,0,0,1,0,1,0,0,0,1,0.8,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2268.2,54,1468,149.6953633,351.0749622,54.8,166428662.7,13.5,17.29321519,497.5689703,124695.5146,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,47.6,97.551028,97.551028,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,899,58,58,58,0,58,166421125.1,13.5,10.77032961,0,0,0,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,4.175795627,69241.7,7.6,56,16.01989653,16.01989653,0,0,0,0,0,1,0,0,0,1.2,0.1,19.5,76.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16314.4,56.4,2962,1041.423399,1106.078483,1234.3,166429018.8,13.5,45.5305748,1568.271576,1232986.333,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,107.4079956,3980.1,8.7,107.2,8.823961566,8.823961566,0,0,0,0,0,1,0,0,0,0,0,17.6,33,0,0,0,0,0,0,0,1,0,0,0,0,1,1,546.6,60,151.4,92.93055556,29.86538372,112.4,0.051410604,5.5,13.58424182,42.23603071,1117.452711,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,474.1470327,97450.3,13.2,35.7,21.87732991,21.87732991,0,0,0,0,0,0,0,0,0,0.1,0.1,2.2,3.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1944.9,50,359.2,118.7238713,97.17652326,292.8,166421687.2,13.5,15.14463418,136.4669083,12013.83357,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,2.030605173,444642.2,6,155.5,190.5568777,190.5568777,0,0,0,0,0,1,0,0,0,2,0,133.3,388.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,11787,1494,2922,2415.966667,658.4390507,1494,0.00040381,5.5,69.00717467,931.1734355,876244.7889,0.5,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,81.41298759,1108.3,4.8,52.1,43.32188172,43.32188172,0,0,0,0,0,1,0,0,0.5,1.1,0.2,4.5,8.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1555.3,54,317,101.673271,75.25447115,62.3,166421871,13.5,14.2632608,106.6148673,5709.55191,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,28.87103238,938.4,7.1,63.2,25.73487083,25.73487083,0,0,0,0,0,1,0,0,0.6,1.2,0,4.4,8.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1896,66,423.1,122.5264331,99.95850401,132.5,166428918.1,13.5,15.66278278,141.6501708,10175.40659,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,245.6895038,21603.8,9.3,95.5,5.883852157,5.883852157,0,0,0,0,0,1,0,0,0,0.8,0,52.5,111.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6908.6,66,2872.3,437.9896613,865.1724683,714.6,166429068.4,13.5,29.23311272,1226.264647,822330.0141,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,363.4137814,8817.7,10.4,104.9,5.614472821,5.614472821,0,0,0,0,0,0,0,0,0,0.1,0,42.4,70.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2110.5,66,345,136.3784705,103.2789657,127.9,166421285.3,13.5,16.53068422,146.2818067,10726.34481,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,2.815681267,214557.8,7.7,114.3,57.39846979,57.39846979,0,0,0,0,0,1,0,0,0,0,0,10.7,209.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3444.8,68,1225.2,559.6542063,556.8921424,513.4,0.000569201,5.5,31.76676833,787.5644206,388092.9619,0.8,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.025833106,68.8,6,86.3,15.46223078,15.46223078,0,0,1,0,0,0,0,0,0,1,0.2,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,865.4,54,60,55.76254087,2.144705832,57.2,166421593.3,13.5,10.55963829,3.03563355,4.608336958,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,66.65308263,129900.5,6,78.7,24.59962879,24.59962879,0,0,0,0,0,1,0,0,0.4,1.2,0,330.4,704.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7357.2,66,5500,479.9557364,1361.042677,296.3,166429875.1,13.5,31.00093625,1929.041367,1870765.524,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,70.91818564,115781.4,4.9,54.4,13.19802507,13.19802507,0,0,0,0,0,1,0,0,0.2,0.6,0,307,653.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,587.8,73.2,220.4,109.8227381,51.28166179,112.5,0.014857697,5.5,14.77262964,72.5232216,3363.892012,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.158987355,493.4,8.2,133.8,133.3067304,133.3067304,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,309,53.2,58,56.58253968,1.859807072,55.6,0.003223681,5.5,10.63762037,2.630164384,4.498707987,0.8,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,488.3649008,165564.2,8.2,67.8,47.87883244,47.87883244,0,0,0,0,0,1,0,0,0,0.4,0,499.2,1040.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,674.9,70,202,117.335873,50.04521236,122.7,0.022526407,5.5,15.28838192,70.77461805,2986.383216,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,117.2516464,39265,9.3,51.2,62.84777226,62.84777226,0,0,0,0,0,1,0,0,1.4,1.5,0,1.2,6.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3881.8,391.6,3322,1048.282659,1124.789184,520.8,0.001215315,5.5,43.23144753,1590.69212,1450589.79,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.012188101,74.2,6,52.4,49.09670033,49.09670033,0,0,1,0,0,0,0,0,0,1,0.3,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,884.2,54,58,57.03602636,1.701933493,56.8,166421052.6,13.5,10.68004912,2.411243283,2.914552871,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,5.105330634,715,8.2,96.8,18.00532309,18.00532309,0,0,0,0,0,1,0,0,0.5,1.4,0,0.9,3.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1910.3,66,441,123.6133428,105.2790008,109.9,166428646.1,13.5,15.73553658,149.178984,11138.40581,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,47.2,121.1963881,121.1963881,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319,58,58,58,0,58,4.61E-05,5.5,10.77032961,0,0,0,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,194.1316305,36851.4,4.7,93,2.821858843,2.821858843,0,0,0,0,0,0,0,0,0,0.1,0,110,230,0,0,0,0,0,0,0,0,0,0,0,0,1,1,404.8,55.2,128.2,74.10373016,26.07958037,82.4,0.008088398,5.5,12.15317246,36.88209627,811.9278027,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,336.2047522,97303.6,14.8,27,23.40103616,23.40103616,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2527.6,367.1,521.4,480.4596032,58.62108225,375.4,0.0028337,5.5,30.95675504,82.90272955,9018.250792,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,30.84665163,8224.7,7.1,64,1.260318466,1.260318466,0,0,0,0,0,1,0,0,0,1.5,0,22.4,42.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3155.1,60,680,202.6257392,202.4366245,212.3,166428833.5,13.5,20.15190253,286.6656657,41220.95966,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,44.05075605,2773.4,7.1,82.7,23.00053543,23.00053543,0,0,0,0,0,1,0,0,0.3,1.6,0,8.1,14.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,655.9,54,249.5,112.9575794,72.90665866,116,0.023021817,5.5,14.92937346,103.1055855,6040.319095,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.364329934,118627.8,6,211.2,259.3407037,259.3407037,0,0,0,0,0,1,0,0,0,2,0,39.1,93.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,10501.8,494.4,2922,1990.57,921.0832978,1779.6,0.000893903,5.5,62.86494732,1302.608492,958077.483,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,8.734745312,2509.7,6,116.2,318.1054595,318.1054595,0,0,0,0,0,1,0,0,0.5,1,0,2.5,6.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6361.2,54,3322,404.3692287,975.0009728,420.9,166421216.3,13.5,28.37528798,1382.338452,962751.4312,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,26.40521064,961172.2,7.1,117.1,35.31587647,35.31587647,0,0,0,0,0,1,0,0,0,0,0,65.9,1046.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2715.5,66,855.6,359.344881,354.1285779,811.1,0.008697605,5.5,24.66682324,500.8134377,215730.7024,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,88.93184843,29851.2,8.2,74,22.68920386,22.68920386,0,0,0,0,0,1,0,0,0,1.6,0,74.9,161.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,625.1,68.8,235.6,111.3525,60.93733189,132.1,0.007730913,5.5,14.87491915,86.17840121,4528.510203,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,271.8086578,38016.1,6,94.9,15.63494109,15.63494109,0,0,0,0,0,1,0,0,0.5,1.1,0,175,340,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1561.7,55.2,317,101.6042853,68.14829813,84.6,166428971.4,13.5,14.26493806,96.52278944,4675.799093,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,11.18826005,714819.1,6,198.4,58.27546349,58.27546349,0,0,0,0,0,1,0,0,0,0.2,0,34.5,763.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,414.7,66,117.7,71.17,15.51,117.7,0.000578189,5.5,11.87448784,21.93445235,2405.601,0.1,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,435.4856586,26047.9,8.7,51.5,2.821319784,2.821319784,0,0,0,0,0,1,0,0,0,0.2,0,125.9,242.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1563.1,50,262,101.9108005,57.57890161,71.9,166421682.2,13.5,14.28149844,81.56136639,3332.898219,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,0.031809616,132.8,7.1,48.2,47.68716113,47.68716113,0,0,1,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,891,50,58,57.46498288,1.987981256,58,166421098.8,13.5,10.72033893,2.817485073,3.998319272,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,2082.222015,33977,12.6,80.3,6.587683527,6.587683527,0,0,0,0,0,0,0,0,0,0.6,0,6.8,13.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1237.8,50,233.2,79.50729165,53.00758616,93.6,166421593.8,13.5,12.53476007,73.12042249,2684.471271,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,113.4587185,5126.7,8.2,76.9,14.86198229,14.86198229,0,0,0,0,0,1,0,0,0.6,1.2,0,8.3,17.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1601.6,54,317,103.9926432,69.59822277,96.6,166421324.1,13.5,14.37761887,98.05402377,4819.926726,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,37.63947411,2686.6,6,76.6,6.306853216,6.306853216,0,0,0,0,0,1,0,0,0.8,2.1,0,2.8,8.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3457,60,2094.4,210.0622905,476.250035,423.3,166428932.5,13.5,19.94422568,676.1049531,345077.1398,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,53.64959033,53265.7,8.3,63.2,4.746369408,4.746369408,0,0,0,0,0,0,0,0,0,0,0,184.3,376.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,927.4,66,313.5,160.7050794,101.7463682,177.5,0.013566303,5.5,17.78754989,143.8910939,11598.98711,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,250.9787416,31783.6,10.4,111.2,36.04423848,36.04423848,0,0,0,0,0,1,0,0,0,1.2,0,4.8,32.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3638.3,66,1351.2,643.4702778,607.1041525,669.5,0.010943294,5.5,34.83913953,858.5749262,409949.8565,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,1.083292079,117917,6,64,112.1549756,112.1549756,0,0,0,0,0,1,0,0,0,2,0,8,120.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,9035,60,1494,549.5610244,633.6316401,1494,166428975.8,13.5,32.5196276,895.958666,409969.4127,1,244.6,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,6.924613547,34778.9,7.1,64,43.44222318,43.44222318,0,0,0,0,0,1,0,0,0.6,1.6,0,3.9,42.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3711.1,113.7,1369.9,693.9569444,590.0207725,539.8,0.0017519,5.5,36.74313418,834.4153785,387813.8676,0.9,38.5,Recon-PortScan
192.168.1.100,192.168.1.1,1780569475,861.009184,36062,6,151,0.07839634,0.07839634,0,0,0,0,0,1,0,0,0,0,0,21,67.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,10555,66,2318.8,672.6082146,870.1807617,885.2,166429810.3,13.5,36.5576072,1233.910844,765330.2187,1,244.6,Recon-PortScan
