ip_src,ip_dst,ts,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
192.168.1.100,192.168.1.1,1780569475,19285.98295,42746.3,12.6,100.5,37.01030425,37.01030425,0,0,0,0,0,0,0,0,0,0.2,0,124.3,258.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3236.5,115.5,923.4,489.3238889,376.3414318,581.6,0.006719089,5.5,30.15086751,532.227157,197961.4779,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,191.4445823,22097,8.7,100.3,62.39839964,62.39839964,0,0,0,0,0,1,0,0,0.3,0.4,0,97.6,189.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,484.3,59,146.2,81.39492063,29.94770034,95.9,0.025472093,5.5,12.71007956,42.35244398,1349.313096,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,38.77372167,752,9.3,80,6.396468095,6.396468095,0,0,0,0,0,1,0,0,0,0.5,0.3,1.2,3.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,998.5,54,395.4,147.2419444,129.964411,299.3,0.007285786,5.5,16.55926464,183.7974326,30891.01746,0.7,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,4.404950619,333115.2,6,64,71.56584302,71.56584302,0,0,0,0,0,1,0,0,0,2,0,103.3,315.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1023,66,66,66,0,66,166438143.8,13.5,11.48912529,0,0,0,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.026926112,90.4,6,54.6,55.62013119,55.62013119,0,0,0,1,0,1,0,0,0,1,0.6,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,304.2,54,56.4,54.92253968,1.141231249,55.6,0.001776195,5.5,10.48041497,1.613944711,2.182454019,0.6,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,906.1928807,2030.3,5.5,97.9,16.24546439,16.24546439,0,0,0,0,0,1,0,0,0.5,0.6,0,8.9,15.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,421.7,58.8,111.6,73.34813492,16.47903616,87.9,0.012556982,5.5,12.09639662,23.30487644,527.3232985,0.7,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,44.86518219,1822146.6,9.3,83.1,45.20527256,45.20527256,0,0,0,0,0,1,0,0,0,0,0,89.9,2006.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5820.3,55.6,1368.4,963.1609127,569.2383246,995.7,0.003033996,5.5,42.51763314,805.0245589,362225.9708,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,72.34327431,725293.2,6,148,10.83030761,10.83030761,0,0,0,0,0,1,0,0,0,0,0,38,783.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,18230.2,50,3251.6,1163.007465,928.8635333,1224.4,166430718.2,13.5,48.28215607,1313.597026,899806.4602,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,1.646245408,214439,6,64,121.7903321,121.7903321,0,0,0,0,0,1,0,0,0,2,0,18,199.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7856,1043,1466.9,1376.045595,163.5317143,1466.9,0.001049495,5.5,52.40190775,231.2687683,30596.32232,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,99.19903703,159698.1,7.1,60,19.50891261,19.50891261,0,0,0,0,0,1,0,0,0.1,0.8,0,354.5,775.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1452.6,70,629.6,216.7243651,198.8488219,449.8,0.0126405,5.5,20.17935042,281.2147008,68288.11944,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,2.682480812,75359.8,9.3,56.4,29.92684186,29.92684186,0,0,0,0,0,1,0,0,0.2,0.2,0,15.2,101,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1697.7,54,472.7,107.5533132,102.5488911,247.9,166430918,13.5,14.17474263,112.4575759,6363.073646,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,20.97180309,34018.6,7.1,82.6,43.56582932,43.56582932,0,0,1,0,0,0,0,0,0,1.2,0,123.7,255.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1290.8,66,170.8,82.61289875,26.88398956,105.2,166430207.4,13.5,12.8244663,37.81973554,775.316842,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,48.8,24.90032429,24.90032429,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319,58,58,58,0,58,3.60E-06,5.5,10.77032961,0,0,0,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,227.484543,986189.5,7.1,115.9,23.53089558,23.53089558,0,0,0,0,0,1,0,0,0.1,0.9,0,505.9,1885.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2191.2,66,995,142.4006877,230.888059,202.3,166430268.4,13.5,16.86492232,327.2605458,53939.41632,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,67.87604461,78960.8,7.1,63.9,24.01489773,24.01489773,0,0,0,0,0,1,0,0,0.5,1,0,265,549,0,1,0,0,0,0,0,1,0,0,0,0,1,1,966.2,103.5,441,207.5403968,139.0617661,147.7,0.01254921,5.5,20.06501802,196.6630357,21764.03369,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,138.890807,13896.1,7.1,147.7,2.568059962,2.568059962,0,0,0,0,0,1,0,0,0.1,0.3,0,9.2,22.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2996.3,340.6,1458.4,737.5149206,502.2992353,343.6,0.001487517,5.5,37.13423392,710.3583909,315405.1607,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,12.15088899,6209,5.4,82.3,12.02135379,12.02135379,0,0,0,0,0,0,0,0,0,0.5,0,28,55.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1246.2,58,230,80.38837613,48.18018695,79.6,166430920.4,13.5,12.68493353,68.28101995,2338.710765,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.683803773,10741.8,6,64,22.2476298,22.2476298,0,0,0,1,0,1,0,0,0,1.2,0.8,1.6,23.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3033,342,1494,753.5428571,523.1827229,342,0.000163007,5.5,37.46678261,739.8921023,343982.3673,0.8,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,48.2,75.40050695,75.40050695,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,899,58,58,58,0,58,166438208.6,13.5,10.77032961,0,0,0,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.142544699,74.2,6,109.3,4.223871302,4.223871302,0,0,1,0,0,0,0,0,0,1,0.3,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,316.6,56.8,58,57.74111111,0.481886477,56.8,0.000839591,5.5,10.74619224,0.681490392,0.78754321,0.3,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,1.582549024,424447,6,130.8,224.0028362,224.0028362,0,0,0,0,0,1,0,0,0,2,0,20,353.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6879,934.8,1514,1350.927619,252.5662818,934.8,0.001004291,5.5,51.79491436,357.1826611,161901.4448,0.4,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,91.96221018,130299.5,6,64,24.22530461,24.22530461,0,0,0,0,0,1,0,0,0,1.2,0,421,873,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7048.3,54,1394.5,430.8871608,525.8185866,1080.3,166430326.3,13.5,28.73047532,741.5663358,301620.4539,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,1.449134302,128422.6,6,76.8,73.3309114,73.3309114,0,0,0,0,0,1,0,0,0.1,2,0,13.1,130.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,11944.1,66,1803.6,762.0708031,725.2184746,1080.3,166430219.1,13.5,38.91647802,1026.883258,530879.5475,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.120232964,112,6,64,16.63522916,16.63522916,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,297,54,54,54,0,54,0.000184989,5.5,10.39230485,0,0,0,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.566872597,1190.3,5.9,92.9,28.82039087,28.82039087,0,0,0,0,0,1,0,0,0,0,0,5.3,10.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,472.6,60.6,148,78.71309524,29.92911945,97.9,0.01307199,5.5,12.48609986,42.32616664,1661.702872,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,3.638306141,45165.5,6,97.6,30.78056056,30.78056056,0,0,0,0,0,1,0,0,0,1.8,0,31.3,80.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,14910.2,66,2962,950.0307426,875.0098146,1233.4,166430832.1,13.5,43.66239478,1237.270889,766740.9973,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,1607.127045,34192.5,12.6,62.6,12.25807985,12.25807985,0,0,0,0,0,0,0,0,0.5,0.7,0,0.6,2.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2992.6,58,1312,195.746281,313.4150296,120,166437954.3,13.5,19.80399967,444.0675274,99167.27621,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,49,66.86067717,66.86067717,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319,58,58,58,0,58,3.70E-06,5.5,10.77032961,0,0,0,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,38.66417465,34396.8,6.6,151,7.537598652,7.537598652,0,0,0,0,0,1,0,0,1.5,0.2,0,126.1,254.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,723.7,55.5,189.3,131.142381,59.40330833,113.1,0.013254499,5.5,16.09237897,84.0089643,3929.142602,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.093394136,861.2,6,64,190.4208485,190.4208485,0,0,0,0,0,1,0,0,0.2,1.2,0,0.2,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7543,66,3322,502.0389549,1101.326961,66,166437860.9,13.5,31.63863556,1560.683602,1225207.559,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,171.2518322,38296.5,12.6,69.3,37.4408133,37.4408133,0,0,0,0,0,0,0,0,0.4,0.4,0,3.2,10.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5444.7,66,3322,352.8473949,802.7114231,319.9,166430939.4,13.5,26.53414052,1137.737954,652123.1186,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,17.52896357,32253.1,9.3,64.9,23.48694114,23.48694114,0,0,0,0,0,1,0,0,0.5,1,0,91.1,193.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1743.7,54,441,112.8429168,103.0266864,138.8,166430689.3,13.5,15.03190946,146.0059196,10684.5606,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,15.62203085,3425.6,12.6,62.5,7.272982398,7.272982398,0,0,0,0,0,0,0,0,0.4,0.7,0,0.5,2.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,348.2,51.6,90.8,62.6315873,13.75987931,78.8,0.019333291,5.5,11.17991788,19.45940794,453.7465304,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,21.28932626,8829.8,8.2,82.9,24.02003271,24.02003271,0,0,0,0,0,1,0,0,0.5,1.1,0,37.3,77.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,608.4,66,293,100.8528968,77.58961732,107.5,0.005914903,5.5,14.05693607,109.7282891,9915.272456,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,119.0267719,45640.3,10.4,99.9,7.456302983,7.456302983,0,0,0,0,0,1,0,0,0,0.4,0,106.6,221.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,583.2,53.2,242.4,109.2047619,70.58909202,100,0.008030105,5.5,14.68874237,99.82805129,5655.963702,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,27.27407541,21288.6,13.2,63.6,5.813682318,5.813682318,0,0,0,0,0,0,0,0,0,0,0,44.2,94.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1313.2,49.2,156,85.55382554,38.56850652,63.8,166437421.7,13.5,13.09072408,54.54600487,1489.066411,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,49.3,0.637589947,0.637589947,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,910,54,93,58.73564854,9.327047633,58,166430420.2,13.5,10.83867719,13.22008451,88.12768023,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,45.7,26.08406121,26.08406121,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,899,58,58,58,0,58,166437990.6,13.5,10.77032961,0,0,0,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,48.9,81.29139418,81.29139418,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319,58,58,58,0,58,2.19E-05,5.5,10.77032961,0,0,0,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,45.85313485,2371027.4,6,63.6,58.60526418,58.60526418,0,0,0,0,0,1,0,0,0,0,0,156.5,2687.4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,10649.9,66,2410.7,640.7167467,755.6393903,1707.3,166430286.3,13.5,34.71761719,1067.54599,659291.4896,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,19.04475524,198852.4,7.1,187.6,63.40847698,63.40847698,0,0,0,0,0,1,0,0,0,0,0,87.8,366.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,12236,66.8,1514,815.8453105,677.9802023,163.7,166430628.5,13.5,40.32136203,959.5403309,460904.29,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,73.02046916,9203.7,9.3,62.5,17.63204755,17.63204755,0,0,0,0,0,1,0,0,0.6,1.1,0,6.5,16.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,346.2,54.4,70.4,63.14412698,5.87046656,61.2,0.004126692,5.5,11.23651157,8.302093427,39.21462333,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.029325175,112,6,64,68.2070148,68.2070148,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,297,54,54,54,0,54,0.000173402,5.5,10.39230485,0,0,0,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.076770568,3616.7,6,64,190.5037636,190.5037636,0,0,0,0,0,1,0,0,0.7,1.5,0,1.1,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9154.2,1042.8,3322,2113.01619,1084.758319,1042.8,0.001058483,5.5,63.55696983,1534.079926,1684578.962,0.7,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,229.8191195,34935.8,7.1,100.9,36.60674519,36.60674519,0,0,0,0,0,1,0,0,0.7,1,0,126.8,254.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2135.2,66,573,138.3735598,128.9671622,136.9,166438217,13.5,16.60828011,182.6156443,16763.21897,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,48.92434993,7234,12,71.3,6.947118501,6.947118501,0,0,0,0,0,0,0,0,0.1,0.2,0,1.4,3.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,352,50.8,86,61.2956746,12.29533624,69.4,0.011357093,5.5,11.05957815,17.38823126,258.2591277,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,79.61366243,83305.1,8.2,73.3,14.03407376,14.03407376,0,0,0,0,0,1,0,0,0.2,0.9,0,240.1,506.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,863.6,91.9,317,175.9130556,88.45583836,132.5,0.014400697,5.5,18.60364747,125.0954463,8825.666358,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,1955.749614,4681.8,12,119.8,1.194708827,1.194708827,0,0,0,0,0,0,0,0,0,0.2,0,3,4.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,863.6,64.8,305.6,156.0694444,87.73680412,144.4,0.040571904,5.5,17.5814754,124.0785783,8725.873875,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.068972874,925.6,7.1,61.2,54.79360408,54.79360408,0,0,1,0,0,0,0,0,0.2,1,0,0.6,3.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,752.8,99.5,441,178.5898016,129.0108291,104.7,0.003060317,5.5,18.3641459,182.4488641,19028.92347,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,1.945021415,542227.4,6,97.4,257.8364333,257.8364333,0,0,0,0,0,1,0,0,0,2,0,22,500.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,12361.4,66,3686,741.5550954,1055.757781,2238,166439384.1,13.5,37.46340059,1494.802819,1477467.542,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.003558588,2233.6,6,64,1613.715021,1613.715021,0,0,0,0,0,1,0,0,0.4,2,0,0.6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3959.8,67.6,2347.6,582.5771429,945.6925271,718.8,0.000457692,5.5,31.56353232,1337.411198,1281081.315,0.8,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,19.8706007,36191.4,5.4,57.6,11.12824976,11.12824976,0,0,1,0,0,0,0,0,0,0.8,0,118.8,245.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1448.8,60,214,93.98645895,43.61685608,80.8,166430960.5,13.5,13.71448532,61.80430183,1917.473313,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,539.3592701,38685.9,5.4,95.2,31.7209667,31.7209667,0,0,0,0,0,1,0,0,0,2.4,0,17.7,41.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,15676,54,3714.2,925.7199701,1386.238811,3121.8,166437957.5,13.5,40.68136298,1951.028882,2218184.978,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.586831331,112,6,64,3.408137214,3.408137214,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,841,54,58,54.26750856,0.993990628,54,166438098.8,13.5,10.41811398,1.408742536,0.999579818,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,295.8816369,4596.1,5.4,125.8,6.490380686,6.490380686,0,0,0,0,0,1,0,0,0,0.6,0,27.8,48.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1735.6,54,249.2,111.8907735,65.85752162,105,166439277.1,13.5,14.9754838,93.21785834,4352.453145,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,47.4,13.21850393,13.21850393,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319,58,58,58,0,58,0.000151896,5.5,10.77032961,0,0,0,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,2.851185036,144217.4,6,100.6,49.6757933,49.6757933,0,0,0,0,0,1,0,0,0,0,0,44.1,152.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,26159.1,66,2922,1733.275043,1328.415669,638.3,166430373.4,13.5,58.57684628,1878.649604,1771985.817,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,968.6012192,7281.4,6.5,76.7,23.9021729,23.9021729,0,0,0,0,0,1,0,0,0.7,1.4,0,6.3,17.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1894,60.6,573,123.6819753,134.8135852,90.2,166437904.2,13.5,15.7208885,191.0953913,18357.05872,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,49.4,73.47440317,73.47440317,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,899,58,58,58,0,58,166430303.2,13.5,10.77032961,0,0,0,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0,58,6,49.6,155.2296077,155.2296077,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319,58,58,58,0,58,3.10E-06,5.5,10.77032961,0,0,0,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,1456.722693,3689.5,9.9,104.6,20.34395744,20.34395744,0,0,0,0,0,0,0,0,0.1,0.8,0,6.7,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,676.3,68,256.4,108.3846032,63.4147828,143.8,0.011245584,5.5,14.57610311,89.6820459,6751.153235,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.340058351,38506,6,247,133.7740741,133.7740741,0,0,0,0,0,1,0,0,0,2,0,13.5,44.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,12501,1636.8,2922,2335.613333,635.8995561,2208,0.000357509,5.5,68.2828926,899.2977765,449443.0382,0.9,38.5,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,56.51624782,915.4,6,153.4,3.757117312,3.757117312,0,0,0,0,0,1,0,0,0,0.9,0.5,2.6,5.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1097.1,54,277.3,70.25079309,54.05867025,120.5,166438014.2,13.5,11.57935325,61.57060968,1909.394603,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,3489.69566,2672.6,8.2,83.8,8.615980817,8.615980817,0,0,0,0,0,1,0,0,0.4,0.8,0,17.4,28.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2148.3,66,391.4,138.8192356,108.424169,139.2,166439112.6,13.5,16.68014049,153.5794604,11867.30333,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,88.34247785,116124.6,9.3,107.4,9.089394335,9.089394335,0,0,0,0,0,1,0,0,0,0,0,350.6,727.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1732.1,66,253,111.8931925,64.7479125,118.8,166430291.8,13.5,14.97305052,91.6784933,4211.257525,1,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,0.020263743,112,6,46.1,98.71015795,98.71015795,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,899,58,58,58,0,58,166430702.2,13.5,10.77032961,0,0,0,244.6,Recon-OSScan
192.168.1.100,192.168.1.1,1780569475,74.79417231,1955,6,151.3,169.3318897,169.3318897,0,0,0,0,0,1,0,0,0,0.6,0.7,11.3,17.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,340.1,54.4,84.1,59.63781746,9.503127368,70.8,0.001782012,5.5,10.9081604,13.43945161,281.1747804,0.9,38.5,Recon-OSScan
